182.0 56.0 182.0 56.0
182.0 56.0 182.0 95.0
182.0 95.0 225.0 133.0
225.0 133.0 342.0 133.0
342.0 133.0 348.0 123.0
348.0 123.0 207.5 69.0
207.5 69.0 268.0 69.0
268.0 69.0 342.0 30.0
342.0 30.0 348.0 18.0
348.0 18.0 182.0 56.0
182.0 56.0 182.0 56.0
