166.0 56.0 166.0 56.0
166.0 56.0 166.0 95.0
166.0 95.0 123.0 133.0
123.0 133.0 6.0 133.0
6.0 133.0 0.0 123.0
0.0 123.0 140.5 69.0
140.5 69.0 80.0 69.0
80.0 69.0 6.0 30.0
6.0 30.0 0.0 18.0
0.0 18.0 166.0 56.0
166.0 56.0 166.0 56.0
